"EKATTE","Postcode","Name","Mun_code","Mun_name","Reg_code","Reg_name"
15326,2768,Годлево,BLG37,Разлог,BLG,Благоевград
02960,2769,Бачево,BLG37,Разлог,BLG,Благоевград
61813,2760,Разлог,BLG37,Разлог,BLG,Благоевград
02693,2778,Баня,BLG37,Разлог,BLG,Благоевград
15638,2789,Гълъбово,BLG02,Белица,BLG,Благоевград
41068,2785,Върхари,BLG02,Белица,BLG,Благоевград
20064,2779,Дагоново,BLG02,Белица,BLG,Благоевград
03504,2780,Белица,BLG02,Белица,BLG,Благоевград
02107,2784,Бабяк,BLG02,Белица,BLG,Благоевград
44762,2791,Лютово,BLG02,Белица,BLG,Благоевград
80649,2787,Черешово,BLG02,Белица,BLG,Благоевград
39270,2781,Краище,BLG02,Белица,BLG,Благоевград
49360,2623,Мурсалево,KNL27,Кочериново,KNL,Кюстендил
23323,2625,Драгодан,KNL27,Кочериново,KNL,Кюстендил
07065,2628,Бураново,KNL27,Кочериново,KNL,Кюстендил
27293,2782,Елешница,BLG37,Разлог,BLG,Благоевград
59330,2782,Палатик,BLG02,Белица,BLG,Благоевград
53998,2785,Орцево,BLG02,Белица,BLG,Благоевград
02676,2770,Банско,BLG01,Банско,BLG,Благоевград
21498,2777,Добринище,BLG01,Банско,BLG,Благоевград
32603,2794,Смолево,BLG53,Якоруда,BLG,Благоевград
40453,2788,Кузьово,BLG02,Белица,BLG,Благоевград
29146,2732,Железница,BLG44,Симитли,BLG,Благоевград
21837,2734,Докатичево,BLG44,Симитли,BLG,Благоевград
66460,2730,Симитли,BLG44,Симитли,BLG,Благоевград
57203,2751,Полето,BLG44,Симитли,BLG,Благоевград
06238,2750,Брежани,BLG44,Симитли,BLG,Благоевград
73184,2733,Тросково,BLG44,Симитли,BLG,Благоевград
40052,2740,Крупник,BLG44,Симитли,BLG,Благоевград
81013,2741,Черниче,BLG44,Симитли,BLG,Благоевград
77596,2783,Горно Краище,BLG02,Белица,BLG,Благоевград
07867,4652,Бутрева,PAZ08,Велинград,PAZ,Пазарджик
18527,4648,Горна Дъбева,PAZ08,Велинград,PAZ,Пазарджик
07836,4650,Биркова,PAZ08,Велинград,PAZ,Пазарджик
41136,4647,Кръстава,PAZ08,Велинград,PAZ,Пазарджик
47559,4637,Медени поляни,PAZ08,Велинград,PAZ,Пазарджик
59224,4638,Побит камък,PAZ08,Велинград,PAZ,Пазарджик
81863,4636,Чолакова,PAZ08,Велинград,PAZ,Пазарджик
12989,4649,Враненци,PAZ08,Велинград,PAZ,Пазарджик
63687,4653,Рохлева,PAZ08,Велинград,PAZ,Пазарджик
18513,4657,Горна Биркова,PAZ08,Велинград,PAZ,Пазарджик
07853,4654,Бозьова,PAZ08,Велинград,PAZ,Пазарджик
62671,2630,Рила,KNL38,Рила,KNL,Кюстендил
44642,4833,Любча,SML10,Доспат,SML,Смолян
23025,4831,Доспат,SML10,Доспат,SML,Смолян
69261,2638,Стоб,KNL27,Кочериново,KNL,Кюстендил
39116,2640,Кочериново,KNL27,Кочериново,KNL,Кюстендил
57830,2639,Пороминово,KNL27,Кочериново,KNL,Кюстендил
39997,2627,Крумово,KNL27,Кочериново,KNL,Кюстендил
02748,2634,Бараково,KNL27,Кочериново,KNL,Кюстендил
05565,2626,Боровец,KNL27,Кочериново,KNL,Кюстендил
04279,2700,Благоевград,BLG03,Благоевград,BLG,Благоевград
30702,2745,Зелендол,BLG03,Благоевград,BLG,Благоевград
27231,2726,Еленово,BLG03,Благоевград,BLG,Благоевград
66055,2744,Селище,BLG03,Благоевград,BLG,Благоевград
57159,2708,Покровник,BLG03,Благоевград,BLG,Благоевград
53031,2738,Обел,BLG03,Благоевград,BLG,Благоевград
49179,2729,Мощанец,BLG03,Благоевград,BLG,Благоевград
78464,2722,Церово,BLG03,Благоевград,BLG,Благоевград
43520,2749,Лешко,BLG03,Благоевград,BLG,Благоевград
55107,2747,Падеш,BLG03,Благоевград,BLG,Благоевград
14204,2747,Габрово,BLG03,Благоевград,BLG,Благоевград
20540,2728,Делвино,BLG03,Благоевград,BLG,Благоевград
43863,2743,Лисия,BLG03,Благоевград,BLG,Благоевград
37263,2738,Клисура,BLG03,Благоевград,BLG,Благоевград
00134,2711,Изгрев,BLG03,Благоевград,BLG,Благоевград
69290,2800,Стожа,BLG40,Сандански,BLG,Благоевград
62623,2864,Рибник,BLG33,Петрич,BLG,Благоевград
69119,2861,Старчево,BLG33,Петрич,BLG,Благоевград
40912,2860,Кърналово,BLG33,Петрич,BLG,Благоевград
39935,2871,Кромидово,BLG33,Петрич,BLG,Благоевград
58390,2873,Генерал Тодоров,BLG33,Петрич,BLG,Благоевград
52074,2814,Ново Делчево,BLG40,Сандански,BLG,Благоевград
44121,2821,Лозеница,BLG40,Сандански,BLG,Благоевград
77361,2821,Хотово,BLG40,Сандански,BLG,Благоевград
16969,2824,Горно Спанчево,BLG40,Сандански,BLG,Благоевград
11168,2822,Виногради,BLG40,Сандански,BLG,Благоевград
37486,2824,Ковачево,BLG40,Сандански,BLG,Благоевград
31139,2830,Златолист,BLG40,Сандански,BLG,Благоевград
80618,2824,Черешница,BLG40,Сандански,BLG,Благоевград
20910,2821,Зорница,BLG40,Сандански,BLG,Благоевград
43243,2817,Левуново,BLG40,Сандански,BLG,Благоевград
77414,2824,Храсна,BLG40,Сандански,BLG,Благоевград
03784,2824,Бельово,BLG40,Сандански,BLG,Благоевград
77565,2819,Хърсово,BLG40,Сандански,BLG,Благоевград
35362,2832,Калиманци,BLG40,Сандански,BLG,Благоевград
12200,2830,Враня,BLG40,Сандански,BLG,Благоевград
36693,2830,Катунци,BLG40,Сандански,BLG,Благоевград
56174,2815,Петрово,BLG40,Сандански,BLG,Благоевград
87446,2816,Яново,BLG40,Сандански,BLG,Благоевград
15583,2818,Голешово,BLG40,Сандански,BLG,Благоевград
56352,2831,Пиперица,BLG40,Сандански,BLG,Благоевград
43503,2816,Лехово,BLG40,Сандански,BLG,Благоевград
52307,2831,Ново Ходжово,BLG40,Сандански,BLG,Благоевград
44625,2820,Любовище,BLG40,Сандански,BLG,Благоевград
43030,2811,Ладарево,BLG40,Сандански,BLG,Благоевград
11315,2800,Вихрен,BLG40,Сандански,BLG,Благоевград
46526,2800,Малки Цалим,BLG40,Сандански,BLG,Благоевград
03335,2800,Белевехчево,BLG40,Сандански,BLG,Благоевград
17302,2882,Горчево,BLG33,Петрич,BLG,Благоевград
54225,2953,Осина,BLG42,Сатовча,BLG,Благоевград
78567,4837,Црънча,SML10,Доспат,SML,Смолян
06700,4821,Бръщен,SML10,Доспат,SML,Смолян
67725,8568,Снежа,BGS18,Руен,BGS,Бургас
30234,8564,Заимчево,BGS18,Руен,BGS,Бургас
87638,8569,Ясеново,BGS18,Руен,BGS,Бургас
07034,9115,Булаир,VAR13,Долни чифлик,VAR,Варна
23755,8563,Дропла,BGS18,Руен,BGS,Бургас
81975,4161,Чоба,PDV07,Брезово,PDV,Пловдив
58075,6248,Православ,SZR04,Братя Даскалови,SZR,Стара Загора
06361,4160,Брезово,PDV07,Брезово,PDV,Пловдив
38100,6237,Колю Мариново,SZR04,Братя Даскалови,SZR,Стара Загора
30750,4155,Зелениково,PDV07,Брезово,PDV,Пловдив
81308,4159,Чехларе,PDV07,Брезово,PDV,Пловдив
02035,4156,Бабек,PDV07,Брезово,PDV,Пловдив
62966,4154,Розовец,PDV07,Брезово,PDV,Пловдив
49240,4362,Мраченик,PDV13,Карлово,PDV,Пловдив
65526,4304,Свежен,PDV07,Брезово,PDV,Пловдив
00309,6154,Александрово,SZR24,Павел баня,SZR,Стара Загора
54153,6153,Осетеново,SZR24,Павел баня,SZR,Стара Загора
35496,4370,Калофер,PDV13,Карлово,PDV,Пловдив
73688,6158,Търничени,SZR24,Павел баня,SZR,Стара Загора
47101,6152,Манолово,SZR24,Павел баня,SZR,Стара Загора
14026,6162,Габарево,SZR24,Павел баня,SZR,Стара Загора
73540,6160,Тъжа,SZR24,Павел баня,SZR,Стара Загора
66127,4129,Селци,PDV28,Садово,PDV,Пловдив
57621,4127,Поповица,PDV28,Садово,PDV,Пловдив
11123,4284,Виница,PDV23,Първомай,PDV,Пловдив
48152,4131,Милево,PDV28,Садово,PDV,Пловдив
48372,6255,Мирово,SZR04,Братя Даскалови,SZR,Стара Загора
03620,4130,Белозем,PDV25,Раковски,PDV,Пловдив
53624,6254,Опълченец,SZR04,Братя Даскалови,SZR,Стара Загора
05270,4132,Болярино,PDV25,Раковски,PDV,Пловдив
17717,6252,Гранит,SZR04,Братя Даскалови,SZR,Стара Загора
73794,4157,Тюркмен,PDV07,Брезово,PDV,Пловдив
40364,5364,Кръстец,GAB35,Трявна,GAB,Габрово
30764,5304,Зелено дърво,GAB05,Габрово,GAB,Габрово
49271,5367,Мръзевци,GAB35,Трявна,GAB,Габрово
69479,5304,Стоманеците,GAB05,Габрово,GAB,Габрово
34062,5360,Йововци,GAB35,Трявна,GAB,Габрово
61323,5360,Радевци,GAB35,Трявна,GAB,Габрово
49655,5304,Малуша,GAB05,Габрово,GAB,Габрово
06241,5360,Брежниците,GAB35,Трявна,GAB,Габрово
02207,5304,Баевци,GAB05,Габрово,GAB,Габрово
23279,5360,Драгневци,GAB35,Трявна,GAB,Габрово
16506,5367,Горни Дамяновци,GAB35,Трявна,GAB,Габрово
68823,5367,Станчов хан,GAB35,Трявна,GAB,Габрово
48800,5350,Могилите,GAB35,Трявна,GAB,Габрово
36988,5360,Киселковци,GAB35,Трявна,GAB,Габрово
66344,5360,Сечен камък,GAB35,Трявна,GAB,Габрово
52369,5360,Носеите,GAB35,Трявна,GAB,Габрово
07404,5360,Бърдарите,GAB35,Трявна,GAB,Габрово
16643,5360,Горни Цоневци,GAB35,Трявна,GAB,Габрово
52355,5360,Ножерите,GAB35,Трявна,GAB,Габрово
39685,5367,Креслювци,GAB35,Трявна,GAB,Габрово
63296,5304,Руйчовци,GAB05,Габрово,GAB,Габрово
75037,5465,Угорелец,GAB29,Севлиево,GAB,Габрово
65735,5367,Свирци,GAB35,Трявна,GAB,Габрово
56719,5360,Плачковци,GAB35,Трявна,GAB,Габрово
49062,5304,Моровеците,GAB05,Габрово,GAB,Габрово
13069,5462,Валевци,GAB29,Севлиево,GAB,Габрово
62120,5367,Ралевци,GAB35,Трявна,GAB,Габрово
02943,5367,Бахреци,GAB35,Трявна,GAB,Габрово
63210,5367,Руевци,GAB35,Трявна,GAB,Габрово
17316,5367,Горяни,GAB35,Трявна,GAB,Габрово
67427,5367,Сливово,GAB35,Трявна,GAB,Габрово
76234,5367,Фъртуни,GAB35,Трявна,GAB,Габрово
56678,5367,Планинци,GAB35,Трявна,GAB,Габрово
61409,5360,Радино,GAB35,Трявна,GAB,Габрово
61546,5367,Радоевци,GAB35,Трявна,GAB,Габрово
16715,5304,Горнова могила,GAB05,Габрово,GAB,Габрово
81685,5304,Чукилите,GAB05,Габрово,GAB,Габрово
47994,5307,Мечковица,GAB05,Габрово,GAB,Габрово
14742,5307,Геновци,GAB05,Габрово,GAB,Габрово
40659,5463,Купен,GAB29,Севлиево,GAB,Габрово
51469,5367,Неновци,GAB35,Трявна,GAB,Габрово
59135,5307,Пъртевци,GAB05,Габрово,GAB,Габрово
58284,5350,Престой,GAB35,Трявна,GAB,Габрово
46869,5367,Малчовци,GAB35,Трявна,GAB,Габрово
02563,5351,Бангейци,GAB35,Трявна,GAB,Габрово
05219,5307,Бойновци,GAB05,Габрово,GAB,Габрово
17823,4618,Грашево,PAZ08,Велинград,PAZ,Пазарджик
78272,4630,Цветино,PAZ08,Велинград,PAZ,Пазарджик
00881,4645,Абланица,PAZ08,Велинград,PAZ,Пазарджик
83421,4621,Алендарова,PAZ08,Велинград,PAZ,Пазарджик
36035,4631,Кандови,PAZ08,Велинград,PAZ,Пазарджик
24325,4655,Долна Дъбева,PAZ08,Велинград,PAZ,Пазарджик
12334,4622,Всемирци,PAZ08,Велинград,PAZ,Пазарджик
65534,4620,Света Петка,PAZ08,Велинград,PAZ,Пазарджик
55631,4632,Пашови,PAZ08,Велинград,PAZ,Пазарджик
86115,4629,Юндола,PAZ08,Велинград,PAZ,Пазарджик
16821,6871,Горно Къпиново,KRZ14,Кирково,KRZ,Кърджали
41174,6884,Кремен,KRZ14,Кирково,KRZ,Кърджали
22678,6870,Долно Къпиново,KRZ14,Кирково,KRZ,Кърджали
44080,6894,Лозенградци,KRZ14,Кирково,KRZ,Кърджали
80090,6870,Чакаларово,KRZ14,Кирково,KRZ,Кърджали
83538,6888,Шумнатица,KRZ14,Кирково,KRZ,Кърджали
69866,6899,Стрижба,KRZ14,Кирково,KRZ,Кърджали
72463,6898,Тихомир,KRZ14,Кирково,KRZ,Кърджали
20777,6872,Джерово,KRZ14,Кирково,KRZ,Кърджали
53878,6892,Орлица,KRZ14,Кирково,KRZ,Кърджали
00905,0,Априлци,KRZ14,Кирково,KRZ,Кърджали
40806,4986,Кушла,SML11,Златоград,SML,Смолян
18558,6884,Горно Кирково,KRZ14,Кирково,KRZ,Кърджали
87309,6870,Яковица,KRZ14,Кирково,KRZ,Кърджали
23803,6885,Дружинци,KRZ14,Кирково,KRZ,Кърджали
78183,6893,Царино,KRZ14,Кирково,KRZ,Кърджали
27036,6931,Егрек,KRZ15,Крумовград,KRZ,Кърджали
36926,6884,Кирково,KRZ14,Кирково,KRZ,Кърджали
40511,6898,Кукуряк,KRZ14,Кирково,KRZ,Кърджали
23577,6860,Дрангово,KRZ14,Кирково,KRZ,Кърджали
20403,6933,Девесилово,KRZ15,Крумовград,KRZ,Кърджали
30106,0,Завоя,KRZ14,Кирково,KRZ,Кърджали
39445,6898,Кран,KRZ14,Кирково,KRZ,Кърджали
15727,6932,Голям Девесил,KRZ15,Крумовград,KRZ,Кърджали
46680,6898,Малкоч,KRZ14,Кирково,KRZ,Кърджали
00093,6930,Аврен,KRZ15,Крумовград,KRZ,Кърджали
06906,6966,Бук,KRZ15,Крумовград,KRZ,Кърджали
16660,6954,Горни Юруци,KRZ15,Крумовград,KRZ,Кърджали
81027,6954,Черничево,KRZ15,Крумовград,KRZ,Кърджали
81493,6869,Чичево,KRZ14,Кирково,KRZ,Кърджали
39013,6884,Костурино,KRZ14,Кирково,KRZ,Кърджали
07483,6884,Бързея,KRZ14,Кирково,KRZ,Кърджали
17138,6864,Горски извор,KRZ14,Кирково,KRZ,Кърджали
13055,6893,Вълчанка,KRZ14,Кирково,KRZ,Кърджали
39877,6884,Крилатица,KRZ14,Кирково,KRZ,Кърджали
12886,6873,Върли дол,KRZ14,Кирково,KRZ,Кърджали
68577,6890,Средско,KRZ14,Кирково,KRZ,Кърджали
22928,6887,Домище,KRZ14,Кирково,KRZ,Кърджали
22544,6954,Долни Юруци,KRZ15,Крумовград,KRZ,Кърджали
16835,6585,Горно Луково,HKV11,Ивайловград,HKV,Хасково
20393,6934,Девесилица,KRZ15,Крумовград,KRZ,Кърджали
46872,6935,Малък Девесил,KRZ15,Крумовград,KRZ,Кърджали
37071,6868,Китна,KRZ14,Кирково,KRZ,Кърджали
36748,6863,Каялоба,KRZ14,Кирково,KRZ,Кърджали
30911,6965,Зиморница,KRZ15,Крумовград,KRZ,Кърджали
22705,6586,Долно Луково,HKV11,Ивайловград,HKV,Хасково
27591,6865,Еровете,KRZ14,Кирково,KRZ,Кърджали
81743,6954,Стражец,KRZ15,Крумовград,KRZ,Кърджали
47545,6598,Меден бук,HKV11,Ивайловград,HKV,Хасково
43726,6936,Лимец,KRZ15,Крумовград,KRZ,Кърджали
04306,6955,Благун,KRZ15,Крумовград,KRZ,Кърджали
48845,6867,Могиляне,KRZ14,Кирково,KRZ,Кърджали
81565,6890,Чорбаджийско,KRZ14,Кирково,KRZ,Кърджали
17868,6965,Гривка,KRZ15,Крумовград,KRZ,Кърджали
63505,6928,Ручей,KRZ15,Крумовград,KRZ,Кърджали
57062,6945,Подрумче,KRZ15,Крумовград,KRZ,Кърджали
47891,6890,Метличка,KRZ14,Кирково,KRZ,Кърджали
38248,6593,Кондово,HKV11,Ивайловград,HKV,Хасково
53429,6584,Одринци,HKV11,Ивайловград,HKV,Хасково
24459,6917,Дъждовник,KRZ15,Крумовград,KRZ,Кърджали
51086,6800,Нане,KRZ14,Кирково,KRZ,Кърджали
07942,0,Брегово,KRZ14,Кирково,KRZ,Кърджали
65214,6878,Самодива,KRZ14,Кирково,KRZ,Кърджали
65944,6827,Седефче,KRZ21,Момчилград,KRZ,Кърджали
43308,6595,Ленско,HKV11,Ивайловград,HKV,Хасково
70559,6924,Сърнак,KRZ15,Крумовград,KRZ,Кърджали
66716,6923,Скалак,KRZ15,Крумовград,KRZ,Кърджали
83226,6865,Шипок,KRZ14,Кирково,KRZ,Кърджали
14647,6856,Генерал Гешево,KRZ08,Джебел,KRZ,Кърджали
81205,6946,Чернооки,KRZ15,Крумовград,KRZ,Кърджали
30538,6920,Звънарка,KRZ15,Крумовград,KRZ,Кърджали
62654,6849,Ридино,KRZ08,Джебел,KRZ,Кърджали
29180,6855,Желъдово,KRZ08,Джебел,KRZ,Кърджали
11199,6591,Вис,HKV11,Ивайловград,HKV,Хасково
62147,6820,Ралица,KRZ21,Момчилград,KRZ,Кърджали
38409,6828,Конче,KRZ21,Момчилград,KRZ,Кърджали
18071,6943,Гулийка,KRZ15,Крумовград,KRZ,Кърджали
10906,6591,Ветрушка,HKV11,Ивайловград,HKV,Хасково
62774,6916,Рогач,KRZ15,Крумовград,KRZ,Кърджали
70785,6800,Сенце,KRZ21,Момчилград,KRZ,Кърджали
67297,6919,Сливарка,KRZ15,Крумовград,KRZ,Кърджали
62935,6596,Розино,HKV11,Ивайловград,HKV,Хасково
55748,6593,Плевун,HKV11,Ивайловград,HKV,Хасково
37736,6848,Козица,KRZ08,Джебел,KRZ,Кърджали
27680,0,Едрино,KRZ15,Крумовград,KRZ,Кърджали
39058,6957,Котлари,KRZ15,Крумовград,KRZ,Кърджали
14060,6482,Габерово,HKV18,Маджарово,HKV,Хасково
35732,6729,Каменарци,KRZ16,Кърджали,KRZ,Кърджали
72802,6728,Тополчане,KRZ16,Кърджали,KRZ,Кърджали
07925,0,Богатино,KRZ02,Ардино,KRZ,Кърджали
58342,0,Прилепци,KRZ16,Кърджали,KRZ,Кърджали
77116,6792,Брезен,KRZ02,Ардино,KRZ,Кърджали
81116,6524,Чернодъб,HKV28,Свиленград,HKV,Хасково
87103,6715,Ябълчени,KRZ35,Черноочене,KRZ,Кърджали
02436,6363,Балкан,HKV30,Стамболово,HKV,Хасково
40796,6697,Куцово,KRZ35,Черноочене,KRZ,Кърджали
47442,6388,Маслиново,HKV34,Хасково,HKV,Хасково
48307,6665,Минзухар,KRZ35,Черноочене,KRZ,Кърджали
66370,6522,Сива река,HKV28,Свиленград,HKV,Хасково
24774,6705,Дядовско,KRZ35,Черноочене,KRZ,Кърджали
03499,6689,Бели пласт,KRZ16,Кърджали,KRZ,Кърджали
51192,6693,Небеска,KRZ35,Черноочене,KRZ,Кърджали
15093,6362,Гледка,HKV30,Стамболово,HKV,Хасково
68727,6362,Стамболово,HKV30,Стамболово,HKV,Хасково
16729,6388,Горно Войводино,HKV34,Хасково,HKV,Хасково
52153,6697,Новоселище,KRZ35,Черноочене,KRZ,Кърджали
29252,6693,Женда,KRZ35,Черноочене,KRZ,Кърджали
39400,6362,Кралево,HKV30,Стамболово,HKV,Хасково
80830,6692,Черна нива,KRZ35,Черноочене,KRZ,Кърджали
67893,6694,Соколите,KRZ35,Черноочене,KRZ,Кърджали
68566,6693,Средска,KRZ35,Черноочене,KRZ,Кърджали
78094,6363,Царева поляна,HKV30,Стамболово,HKV,Хасково
20167,6707,Даскалово,KRZ35,Черноочене,KRZ,Кърджали
58829,6664,Пчеларово,KRZ35,Черноочене,KRZ,Кърджали
15429,6358,Големанци,HKV34,Хасково,HKV,Хасково
46899,6394,Малък извор,HKV30,Стамболово,HKV,Хасково
24949,6358,Долно Големанци,HKV34,Хасково,HKV,Хасково
29132,6711,Железник,KRZ35,Черноочене,KRZ,Кърджали
47468,6535,Маточина,HKV28,Свиленград,HKV,Хасково
34117,6724,Йончово,KRZ35,Черноочене,KRZ,Кърджали
55395,6723,Паничково,KRZ35,Черноочене,KRZ,Кърджали
48934,6387,Момино,HKV34,Хасково,HKV,Хасково
67146,6534,Сладун,HKV28,Свиленград,HKV,Хасково
32100,6465,Иваново,HKV33,Харманли,HKV,Хасково
48533,6537,Михалич,HKV28,Свиленград,HKV,Хасково
72182,6370,Текето,HKV34,Хасково,HKV,Хасково
38042,6376,Колец,HKV19,Минерални бани,HKV,Хасково
46293,6392,Малево,HKV34,Хасково,HKV,Хасково
11867,6353,Войводово,HKV34,Хасково,HKV,Хасково
46992,6390,Манастир,HKV34,Хасково,HKV,Хасково
14787,6559,Георги Добрево,HKV17,Любимец,HKV,Хасково
10152,6536,Варник,HKV28,Свиленград,HKV,Хасково
43205,6540,Левка,HKV28,Свиленград,HKV,Хасково
61131,6526,Равна гора,HKV28,Свиленград,HKV,Хасково
38399,6370,Конуш,HKV34,Хасково,HKV,Хасково
49446,6527,Мустрак,HKV28,Свиленград,HKV,Хасково
04128,6470,Бисер,HKV33,Харманли,HKV,Хасково
72953,6369,Тракиец,HKV34,Хасково,HKV,Хасково
70651,6361,Сърница,HKV19,Минерални бани,HKV,Хасково
51041,6459,Надежден,HKV33,Харманли,HKV,Хасково
52372,6726,Ночево,KRZ35,Черноочене,KRZ,Кърджали
12053,6633,Воловарци,KRZ16,Кърджали,KRZ,Кърджали
81548,6800,Чомаково,KRZ21,Момчилград,KRZ,Кърджали
67132,6960,Сладкодум,KRZ15,Крумовград,KRZ,Кърджали
24445,6642,Дъждино,KRZ16,Кърджали,KRZ,Кърджали
24966,6833,Девинци,KRZ21,Момчилград,KRZ,Кърджали
06584,6488,Брусевци,HKV18,Маджарово,HKV,Хасково
68936,6964,Стари чал,KRZ15,Крумовград,KRZ,Кърджали
18126,6830,Гургулица,KRZ21,Момчилград,KRZ,Кърджали
43128,6583,Ламбух,HKV11,Ивайловград,HKV,Хасково
46214,6640,Македонци,KRZ16,Кърджали,KRZ,Кърджали
37622,6957,Кожухарци,KRZ15,Крумовград,KRZ,Кърджали
49103,6959,Морянци,KRZ15,Крумовград,KRZ,Кърджали
55840,6643,Пепелище,KRZ16,Кърджали,KRZ,Кърджали
04008,6837,Биволяне,KRZ21,Момчилград,KRZ,Кърджали
43493,6810,Летовник,KRZ21,Момчилград,KRZ,Кърджали
81044,6581,Черничино,HKV11,Ивайловград,HKV,Хасково
81596,6786,Чубрика,KRZ02,Ардино,KRZ,Кърджали
15216,6647,Глухар,KRZ16,Кърджали,KRZ,Кърджали
48917,6838,Момина сълза,KRZ21,Момчилград,KRZ,Кърджали
35997,6571,Камилски дол,HKV11,Ивайловград,HKV,Хасково
53713,6929,Орешари,KRZ15,Крумовград,KRZ,Кърджали
37438,6734,Кобиляне,KRZ16,Кърджали,KRZ,Кърджали
87059,6787,Ябълковец,KRZ02,Ардино,KRZ,Кърджали
46632,6482,Малко Попово,HKV18,Маджарово,HKV,Хасково
22825,6573,Долноселци,HKV11,Ивайловград,HKV,Хасково
58013,6765,Правдолюб,KRZ02,Ардино,KRZ,Кърджали
05181,6958,Бойник,KRZ15,Крумовград,KRZ,Кърджали
53638,6641,Опълченско,KRZ16,Кърджали,KRZ,Кърджали
05205,6730,Бойно,KRZ16,Кърджали,KRZ,Кърджали
70104,6958,Студен кладенец,KRZ15,Крумовград,KRZ,Кърджали
56054,6634,Петлино,KRZ16,Кърджали,KRZ,Кърджали
57933,6963,Поточарка,KRZ15,Крумовград,KRZ,Кърджали
41085,6728,Кьосево,KRZ16,Кърджали,KRZ,Кърджали
66233,6481,Сеноклас,HKV18,Маджарово,HKV,Хасково
11346,6646,Вишеград,KRZ16,Кърджали,KRZ,Кърджали
57950,6960,Поточница,KRZ15,Крумовград,KRZ,Кърджали
00148,6639,Айрово,KRZ16,Кърджали,KRZ,Кърджали
43856,6645,Лисиците,KRZ16,Кърджали,KRZ,Кърджали
38176,6690,Комунига,KRZ35,Черноочене,KRZ,Кърджали
22589,6389,Долно Войводино,HKV34,Хасково,HKV,Хасково
44077,6552,Лозен,HKV17,Любимец,HKV,Хасково
29550,6368,Жълти бряг,HKV30,Стамболово,HKV,Хасково
14221,6691,Габрово,KRZ35,Черноочене,KRZ,Кърджали
67581,6467,Смирненци,HKV33,Харманли,HKV,Хасково
67101,6473,Славяново,HKV33,Харманли,HKV,Хасково
05298,6474,Болярски извор,HKV33,Харманли,HKV,Хасково
80827,6471,Черна могила,HKV33,Харманли,HKV,Хасково
31365,6367,Зорница,HKV34,Хасково,HKV,Хасково
44820,6667,Лясково,KRZ35,Черноочене,KRZ,Кърджали
65975,6621,Седловина,KRZ16,Кърджали,KRZ,Кърджали
69612,6731,Стражевци,KRZ16,Кърджали,KRZ,Кърджали
48756,6781,Млечино,KRZ02,Ардино,KRZ,Кърджали
46084,6480,Маджарово,HKV18,Маджарово,HKV,Хасково
32946,6781,Искра,KRZ02,Ардино,KRZ,Кърджали
15610,6386,Голобрадово,HKV30,Стамболово,HKV,Хасково
83315,6650,Широко поле,KRZ16,Кърджали,KRZ,Кърджали
22887,6381,Долно Черковище,HKV30,Стамболово,HKV,Хасково
69688,6929,Странджево,KRZ15,Крумовград,KRZ,Кърджали
58623,6632,Пропаст,KRZ16,Кърджали,KRZ,Кърджали
58815,6385,Пчелари,HKV30,Стамболово,HKV,Хасково
39342,6739,Крайно село,KRZ16,Кърджали,KRZ,Кърджали
30466,6653,Звезделина,KRZ16,Кърджали,KRZ,Кърджали
06728,6929,Бряговец,KRZ15,Крумовград,KRZ,Кърджали
16910,6780,Горно Прахово,KRZ02,Ардино,KRZ,Кърджали
06567,6737,Брош,KRZ16,Кърджали,KRZ,Кърджали
44896,0,Левци,KRZ02,Ардино,KRZ,Кърджали
40909,6600,Кърджали,KRZ16,Кърджали,KRZ,Кърджали
07781,6377,Бял кладенец,HKV30,Стамболово,HKV,Хасково
66603,6629,Сипей,KRZ16,Кърджали,KRZ,Кърджали
15000,6738,Главатарци,KRZ16,Кърджали,KRZ,Кърджали
65629,6378,Светослав,HKV30,Стамболово,HKV,Хасково
15607,6793,Голобрад,KRZ02,Ардино,KRZ,Кърджали
68336,6738,Срединка,KRZ16,Кърджали,KRZ,Кърджали
56928,6630,Повет,KRZ16,Кърджали,KRZ,Кърджали
30569,6732,Звъника,KRZ16,Кърджали,KRZ,Кърджали
15268,6675,Гняздово,KRZ16,Кърджали,KRZ,Кърджали
27512,6735,Енчец,KRZ16,Кърджали,KRZ,Кърджали
22784,6779,Долно Прахово,KRZ02,Ардино,KRZ,Кърджали
11822,6381,Войводенец,HKV30,Стамболово,HKV,Хасково
55422,6657,Панчево,KRZ16,Кърджали,KRZ,Кърджали
16907,6486,Горно поле,HKV18,Маджарово,HKV,Хасково
05503,6478,Бориславци,HKV18,Маджарово,HKV,Хасково
22770,6382,Долно поле,HKV30,Стамболово,HKV,Хасково
66740,6652,Скалище,KRZ16,Кърджали,KRZ,Кърджали
30867,6627,Зимзелен,KRZ16,Кърджали,KRZ,Кърджали
80176,6790,Боровица,KRZ02,Ардино,KRZ,Кърджали
80964,6778,Чернигово,KRZ02,Ардино,KRZ,Кърджали
24880,0,Дедино,KRZ02,Ардино,KRZ,Кърджали
29407,6654,Жинзифово,KRZ16,Кърджали,KRZ,Кърджали
02991,6777,Башево,KRZ02,Ардино,KRZ,Кърджали
30747,6740,Зелениково,KRZ16,Кърджали,KRZ,Кърджали
18410,6651,Гъсково,KRZ16,Кърджали,KRZ,Кърджали
70319,6794,Сухово,KRZ02,Ардино,KRZ,Кърджали
68984,6741,Старо място,KRZ16,Кърджали,KRZ,Кърджали
